id,zip,Geographic Area Name,Households_Total,Households_Median,Households_Mean,families_mean,Married-couple_mean,Nonfamily_mean
8600000US49423,49423,ZCTA5 49423,16048,47522,64496,72423,N,44428
8600000US49424,49424,ZCTA5 49424,16087,55297,69779,77658,N,39331
8600000US49425,49425,ZCTA5 49425,1187,40341,52588,56402,N,32907
8600000US49426,49426,ZCTA5 49426,11252,70507,83573,90711,N,40558
8600000US49428,49428,ZCTA5 49428,9689,57859,70553,80349,N,37331
8600000US49431,49431,ZCTA5 49431,7520,41818,54659,65835,N,31443
8600000US49434,49434,ZCTA5 49434,6,-,N,-,-,N
8600000US49435,49435,ZCTA5 49435,1182,63241,77078,88178,N,35580
8600000US49436,49436,ZCTA5 49436,644,39038,47837,56937,N,25642
8600000US49437,49437,ZCTA5 49437,2623,49232,61481,69608,N,32975
8600000US49440,49440,ZCTA5 49440,569,21397,35268,50777,N,26196
8600000US49441,49441,ZCTA5 49441,15132,42926,56701,68727,N,35058
8600000US49442,49442,ZCTA5 49442,15307,29883,39207,43357,54790,28622
8600000US49444,49444,ZCTA5 49444,9906,29588,41942,47845,N,25450
8600000US49445,49445,ZCTA5 49445,8032,54656,66787,75523,N,40009
8600000US49446,49446,ZCTA5 49446,900,47179,57449,59398,N,48553
8600000US49448,49448,ZCTA5 49448,1240,45909,56111,65295,N,29706
8600000US49449,49449,ZCTA5 49449,1113,51576,59605,68848,N,36795
8600000US49450,49450,ZCTA5 49450,966,42179,45557,46062,N,40987
8600000US49451,49451,ZCTA5 49451,2078,51291,58231,63091,N,36034
8600000US49452,49452,ZCTA5 49452,652,40968,48494,55438,N,27585
8600000US49453,49453,ZCTA5 49453,1135,60795,81846,90674,N,47944
8600000US49454,49454,ZCTA5 49454,1782,41364,51229,57323,N,30405
8600000US49455,49455,ZCTA5 49455,1676,38083,48423,54945,N,27374
8600000US49456,49456,ZCTA5 49456,7901,57262,76861,92790,N,42244
8600000US49457,49457,ZCTA5 49457,4012,51649,60978,65875,N,37006
8600000US49458,49458,ZCTA5 49458,29,53750,53590,51000,N,N
8600000US49459,49459,ZCTA5 49459,478,38971,44415,49299,N,29998
8600000US49460,49460,ZCTA5 49460,2887,65230,75955,83169,N,43251
8600000US49461,49461,ZCTA5 49461,3428,53356,62644,73058,N,31169
8600000US49464,49464,ZCTA5 49464,9315,64517,73060,80543,N,37711
8600000US49503,49503,ZCTA5 49503,14655,32110,44289,52279,N,36077
8600000US49504,49504,ZCTA5 49504,15862,40808,53388,62917,N,38335
8600000US49505,49505,ZCTA5 49505,13004,44710,54219,63084,N,38119
8600000US49506,49506,ZCTA5 49506,11776,65260,94803,117653,N,49037
8600000US49507,49507,ZCTA5 49507,12173,34774,44245,47420,N,35309
8600000US49508,49508,ZCTA5 49508,15613,48616,59785,67534,N,40127
8600000US49509,49509,ZCTA5 49509,9617,42181,48700,54260,N,32344
8600000US49512,49512,ZCTA5 49512,7027,46191,58286,72970,N,37456
8600000US49519,49519,ZCTA5 49519,11332,44291,54998,65440,N,36689
8600000US49525,49525,ZCTA5 49525,10617,56890,80397,98589,N,38268
8600000US49534,49534,ZCTA5 49534,8693,58125,68731,81756,N,41952
8600000US49544,49544,ZCTA5 49544,3776,45773,54008,65924,N,37924
8600000US49546,49546,ZCTA5 49546,11913,67412,90646,113009,N,42629
8600000US49548,49548,ZCTA5 49548,11373,39210,46372,51441,N,33159
8600000US49601,49601,ZCTA5 49601,8384,42090,55038,64601,N,34056
8600000US49611,49611,ZCTA5 49611,92,37500,38235,37651,N,14571
8600000US49612,49612,ZCTA5 49612,510,46063,52988,58905,N,38312
8600000US49613,49613,ZCTA5 49613,290,53281,66118,73265,N,41477
8600000US49614,49614,ZCTA5 49614,1194,45877,55075,63548,N,28356
8600000US49615,49615,ZCTA5 49615,1795,46697,61600,72505,N,35617
8600000US49616,49616,ZCTA5 49616,795,39145,45682,52345,N,31345
8600000US49617,49617,ZCTA5 49617,1455,48972,60202,69680,N,33400
8600000US49618,49618,ZCTA5 49618,285,40481,49224,53265,N,33299
8600000US49619,49619,ZCTA5 49619,508,31696,36833,42561,N,24992
8600000US49620,49620,ZCTA5 49620,805,43882,49940,56265,N,29078
8600000US49621,49621,ZCTA5 49621,1231,52743,64630,76092,N,39358
8600000US49622,49622,ZCTA5 49622,1059,41612,55439,64925,N,32927
8600000US49623,49623,ZCTA5 49623,363,35590,38331,45534,N,21374
8600000US49625,49625,ZCTA5 49625,556,40217,64698,79821,N,39122
8600000US49626,49626,ZCTA5 49626,192,50833,53964,59834,N,34378
8600000US49627,49627,ZCTA5 49627,61,59018,82992,101302,N,35600
8600000US49628,49628,ZCTA5 49628,126,32292,42205,51100,N,24412
8600000US49629,49629,ZCTA5 49629,1002,46318,58602,71055,N,36971
8600000US49630,49630,ZCTA5 49630,670,62308,74730,87307,N,48262
8600000US49631,49631,ZCTA5 49631,2346,35570,43532,50529,N,27586
8600000US49632,49632,ZCTA5 49632,478,38106,42373,48736,N,27709
8600000US49633,49633,ZCTA5 49633,1505,41728,52067,57782,N,38176
8600000US49634,49634,ZCTA5 49634,49,34750,36280,35693,N,N
8600000US49635,49635,ZCTA5 49635,1688,47444,64832,76380,N,36854
8600000US49636,49636,ZCTA5 49636,193,65139,75610,86981,N,42192
8600000US49637,49637,ZCTA5 49637,1071,44745,53691,61205,N,32712
8600000US49638,49638,ZCTA5 49638,341,34306,45304,52395,N,31009
8600000US49639,49639,ZCTA5 49639,954,41570,47158,52508,N,32193
8600000US49640,49640,ZCTA5 49640,714,45714,50978,59969,N,29358
8600000US49642,49642,ZCTA5 49642,319,23958,33283,40273,N,17915
8600000US49643,49643,ZCTA5 49643,2300,43580,50229,55552,N,32465
8600000US49644,49644,ZCTA5 49644,779,32716,39558,44925,N,27425
8600000US49645,49645,ZCTA5 49645,701,33438,40832,45397,N,30064
8600000US49646,49646,ZCTA5 49646,3338,39481,47672,58208,N,29806
8600000US49648,49648,ZCTA5 49648,844,63438,84869,91348,N,61237
8600000US49649,49649,ZCTA5 49649,2183,51406,61833,67436,N,34980
8600000US49650,49650,ZCTA5 49650,1406,64409,65121,75440,N,45000
8600000US49651,49651,ZCTA5 49651,3070,38229,48443,54826,N,30481
8600000US49653,49653,ZCTA5 49653,788,46429,70960,73048,N,64392
8600000US49654,49654,ZCTA5 49654,294,70833,91912,121764,N,46424
8600000US49655,49655,ZCTA5 49655,1195,41853,48158,54041,N,25978
8600000US49656,49656,ZCTA5 49656,490,29667,38322,44350,N,26730
8600000US49657,49657,ZCTA5 49657,1425,45625,54575,61438,N,34942
8600000US49659,49659,ZCTA5 49659,2725,38445,42899,46683,N,31370
8600000US49660,49660,ZCTA5 49660,5879,42102,53148,62854,N,35253
8600000US49663,49663,ZCTA5 49663,2141,42605,47761,53240,N,27030
8600000US49664,49664,ZCTA5 49664,875,47557,66605,80998,N,36582
8600000US49665,49665,ZCTA5 49665,1628,39082,46995,53184,N,25153
8600000US49666,49666,ZCTA5 49666,43,-,N,N,N,-
8600000US49667,49667,ZCTA5 49667,218,31375,53095,55491,N,44773
8600000US49668,49668,ZCTA5 49668,1301,36270,43773,48109,N,29686
8600000US49670,49670,ZCTA5 49670,892,58190,81590,90609,N,51681
8600000US49674,49674,ZCTA5 49674,32,43690,43384,N,N,N
8600000US49675,49675,ZCTA5 49675,527,52639,77625,79257,N,70852
8600000US49676,49676,ZCTA5 49676,1411,39425,53692,59073,N,39954
8600000US49677,49677,ZCTA5 49677,2694,32955,44104,50899,N,24761
8600000US49679,49679,ZCTA5 49679,548,41397,47492,52173,N,30626
8600000US49680,49680,ZCTA5 49680,797,44155,49696,55775,N,32911
8600000US49682,49682,ZCTA5 49682,1694,48237,66746,75696,N,39525
8600000US49683,49683,ZCTA5 49683,864,37027,47844,54090,N,30852
8600000US49684,49684,ZCTA5 49684,15730,52852,68955,84167,N,39469
8600000US49686,49686,ZCTA5 49686,13672,51104,70449,82444,N,47261
8600000US49688,49688,ZCTA5 49688,980,48750,53948,61166,N,29059
8600000US49689,49689,ZCTA5 49689,716,35694,40920,46060,N,30936
8600000US49690,49690,ZCTA5 49690,2465,73201,98446,108689,N,72671
8600000US49701,49701,ZCTA5 49701,413,39766,49053,59251,N,32014
8600000US49705,49705,ZCTA5 49705,299,36563,44074,44254,N,33130
8600000US49706,49706,ZCTA5 49706,1841,38852,47709,55927,N,27242
8600000US49707,49707,ZCTA5 49707,10011,38416,50107,59482,N,33975
8600000US49709,49709,ZCTA5 49709,1625,34623,42217,50696,N,26122
8600000US49710,49710,ZCTA5 49710,212,61250,66966,77346,N,44501
8600000US49712,49712,ZCTA5 49712,3186,46356,57332,66133,N,32789
8600000US49713,49713,ZCTA5 49713,713,50720,68973,78729,N,29592
8600000US49715,49715,ZCTA5 49715,1241,51821,57931,65312,N,40510
8600000US49716,49716,ZCTA5 49716,361,45982,56945,66744,N,33193
8600000US49717,49717,ZCTA5 49717,85,61750,135908,110766,N,171826
8600000US49718,49718,ZCTA5 49718,346,48319,50577,56960,N,36937
8600000US49719,49719,ZCTA5 49719,653,36335,49180,58158,N,32622
8600000US49720,49720,ZCTA5 49720,3934,46145,69454,85191,N,36639
8600000US49721,49721,ZCTA5 49721,6385,36482,50299,57144,N,34833
8600000US49722,49722,ZCTA5 49722,111,41838,45139,N,N,38682
8600000US49724,49724,ZCTA5 49724,425,54417,59769,67741,N,36131
8600000US49725,49725,ZCTA5 49725,363,35179,43964,57704,N,27246
8600000US49726,49726,ZCTA5 49726,531,42802,52042,56137,N,41337
8600000US49727,49727,ZCTA5 49727,2901,43119,59883,68736,N,39387
8600000US49728,49728,ZCTA5 49728,158,33750,52659,61651,N,33082
8600000US49729,49729,ZCTA5 49729,643,44934,55357,64379,N,36241
8600000US49730,49730,ZCTA5 49730,731,51534,58940,65556,N,36228
8600000US49733,49733,ZCTA5 49733,847,38924,48800,54063,N,28815
8600000US49735,49735,ZCTA5 49735,7890,48102,61723,72364,N,36855
8600000US49736,49736,ZCTA5 49736,243,37361,43076,53284,N,27712
8600000US49738,49738,ZCTA5 49738,4072,39739,49723,55217,N,38248
8600000US49740,49740,ZCTA5 49740,2995,63517,88763,103536,N,51760
8600000US49743,49743,ZCTA5 49743,342,35217,41037,46341,N,29209
8600000US49744,49744,ZCTA5 49744,353,43787,50399,57639,N,37979
8600000US49745,49745,ZCTA5 49745,538,45625,50538,56627,N,34830
8600000US49746,49746,ZCTA5 49746,1545,39418,45619,51880,N,30126
8600000US49747,49747,ZCTA5 49747,824,34783,45913,53504,N,30295
8600000US49748,49748,ZCTA5 49748,55,25313,31445,36914,N,20211
8600000US49749,49749,ZCTA5 49749,1912,42006,60083,64069,N,52252
8600000US49751,49751,ZCTA5 49751,784,42031,48714,54791,N,36553
8600000US49752,49752,ZCTA5 49752,293,39250,48959,54218,N,19849
8600000US49753,49753,ZCTA5 49753,891,40361,47067,52337,N,27687
8600000US49755,49755,ZCTA5 49755,797,42313,53952,62052,N,31285
8600000US49756,49756,ZCTA5 49756,1702,34248,41658,49334,N,26013
8600000US49757,49757,ZCTA5 49757,230,47143,62480,92613,N,40682
8600000US49759,49759,ZCTA5 49759,788,38611,46372,56324,N,30625
8600000US49760,49760,ZCTA5 49760,257,45521,51144,57953,N,24932
8600000US49762,49762,ZCTA5 49762,291,39417,54242,68649,N,30535
8600000US49764,49764,ZCTA5 49764,49,63542,51871,54067,N,N
8600000US49765,49765,ZCTA5 49765,1822,35243,45002,51856,N,29250
8600000US49766,49766,ZCTA5 49766,987,34744,53330,64008,N,27202
8600000US49768,49768,ZCTA5 49768,230,42778,51281,60661,N,36210
8600000US49769,49769,ZCTA5 49769,677,42583,51673,54131,N,35315
8600000US49770,49770,ZCTA5 49770,6966,52267,74670,92740,N,37373
8600000US49774,49774,ZCTA5 49774,895,46295,57059,66284,N,29165
8600000US49775,49775,ZCTA5 49775,53,38472,39808,49820,N,33739
8600000US49776,49776,ZCTA5 49776,845,40286,46515,54255,N,30966
8600000US49777,49777,ZCTA5 49777,876,48214,55628,64545,N,38824
8600000US49779,49779,ZCTA5 49779,2218,40000,48782,58417,N,31872
8600000US49780,49780,ZCTA5 49780,701,49688,59042,66559,N,36400
8600000US49781,49781,ZCTA5 49781,1842,39838,53498,58204,N,42136
8600000US49782,49782,ZCTA5 49782,274,43571,52762,62764,N,28830
8600000US49783,49783,ZCTA5 49783,8220,38118,52318,68143,N,29501
8600000US49788,49788,ZCTA5 49788,1056,39625,43835,42271,N,40253
8600000US49791,49791,ZCTA5 49791,102,43846,50809,55845,N,36819
8600000US49793,49793,ZCTA5 49793,170,38125,47583,47385,N,47930
8600000US49795,49795,ZCTA5 49795,910,37891,48262,57146,N,30680
8600000US49796,49796,ZCTA5 49796,143,65625,87314,107794,N,24658
8600000US49799,49799,ZCTA5 49799,985,38517,44893,48735,N,28969
8600000US49801,49801,ZCTA5 49801,5049,45067,61176,75276,N,33571
8600000US49802,49802,ZCTA5 49802,2817,38262,51266,64328,N,26122
8600000US49805,49805,ZCTA5 49805,127,56875,63102,67962,N,27119
8600000US49806,49806,ZCTA5 49806,285,41382,51787,69773,N,32629
8600000US49807,49807,ZCTA5 49807,1360,48264,58502,68204,N,29130
8600000US49808,49808,ZCTA5 49808,138,43125,50996,67132,N,38944
8600000US49812,49812,ZCTA5 49812,389,38988,45929,49481,N,29045
8600000US49814,49814,ZCTA5 49814,582,50278,58429,69000,N,36098
8600000US49815,49815,ZCTA5 49815,239,40804,49508,54884,N,29142
8600000US49816,49816,ZCTA5 49816,324,40938,48688,54638,N,32431
8600000US49817,49817,ZCTA5 49817,219,36250,46543,51552,N,35229
8600000US49818,49818,ZCTA5 49818,417,43021,47919,54421,N,31652
8600000US49819,49819,ZCTA5 49819,11,75313,57318,57318,N,-
8600000US49820,49820,ZCTA5 49820,133,29625,33668,44960,N,26186
8600000US49821,49821,ZCTA5 49821,582,41905,50555,57976,N,30945
8600000US49822,49822,ZCTA5 49822,93,40096,49730,46404,N,50683
8600000US49825,49825,ZCTA5 49825,147,34250,53885,68379,N,26602
8600000US49826,49826,ZCTA5 49826,76,33542,45513,54633,N,26908
8600000US49827,49827,ZCTA5 49827,406,31731,45756,55505,N,25757
8600000US49829,49829,ZCTA5 49829,7625,34212,46406,60463,N,24859
8600000US49831,49831,ZCTA5 49831,307,57708,57658,67236,N,29490
8600000US49833,49833,ZCTA5 49833,48,57750,58700,58700,N,-
8600000US49834,49834,ZCTA5 49834,128,24375,39530,47296,N,17245
8600000US49835,49835,ZCTA5 49835,385,37266,44386,50238,N,30835
8600000US49836,49836,ZCTA5 49836,398,34375,42143,54242,N,22336
8600000US49837,49837,ZCTA5 49837,3999,51040,60075,66152,N,40760
8600000US49838,49838,ZCTA5 49838,226,30000,33539,38176,N,23819
8600000US49839,49839,ZCTA5 49839,144,31167,33364,38796,N,24460
8600000US49840,49840,ZCTA5 49840,350,38333,53971,70635,N,20786
8600000US49841,49841,ZCTA5 49841,3026,43352,51211,56812,N,37949
8600000US49847,49847,ZCTA5 49847,424,36354,44306,51062,N,24130
8600000US49848,49848,ZCTA5 49848,87,46250,49571,63688,N,34300
8600000US49849,49849,ZCTA5 49849,5076,43838,54814,67596,N,31542
8600000US49852,49852,ZCTA5 49852,62,27969,31439,30716,N,32210
8600000US49853,49853,ZCTA5 49853,584,46333,55540,63310,N,31840
8600000US49854,49854,ZCTA5 49854,2794,33125,46267,59042,N,25500
8600000US49855,49855,ZCTA5 49855,12763,45969,61796,83239,N,33043
8600000US49858,49858,ZCTA5 49858,5620,41324,47797,56946,N,31961
8600000US49861,49861,ZCTA5 49861,222,43021,48549,56327,N,32989
8600000US49862,49862,ZCTA5 49862,1718,38659,50697,62143,N,30801
8600000US49863,49863,ZCTA5 49863,50,70417,55422,65750,N,47307
8600000US49864,49864,ZCTA5 49864,38,34063,30863,32419,N,17459
8600000US49866,49866,ZCTA5 49866,3173,52058,60239,74982,N,33224
8600000US49868,49868,ZCTA5 49868,1857,36297,46985,52549,N,36005
8600000US49870,49870,ZCTA5 49870,1440,39518,46915,59177,N,22114
8600000US49871,49871,ZCTA5 49871,226,32500,37505,43295,N,27011
8600000US49872,49872,ZCTA5 49872,70,37143,48226,61011,N,22100
8600000US49873,49873,ZCTA5 49873,49,27292,32576,46660,N,10332
8600000US49874,49874,ZCTA5 49874,461,35729,46216,55508,N,24493
8600000US49876,49876,ZCTA5 49876,374,54085,60651,61707,N,N
8600000US49877,49877,ZCTA5 49877,15,59375,70713,77862,N,N
8600000US49878,49878,ZCTA5 49878,1611,46709,54929,62438,N,34034
8600000US49879,49879,ZCTA5 49879,444,34861,44436,54442,N,29481
8600000US49880,49880,ZCTA5 49880,474,40000,47962,58659,N,30120
8600000US49881,49881,ZCTA5 49881,168,49167,43001,41207,N,47904
8600000US49883,49883,ZCTA5 49883,33,38125,41118,57179,N,17857
8600000US49884,49884,ZCTA5 49884,208,30278,31571,38691,N,12658
8600000US49885,49885,ZCTA5 49885,715,48063,54936,65668,N,32776
8600000US49886,49886,ZCTA5 49886,204,33750,40997,45526,N,28549
8600000US49887,49887,ZCTA5 49887,1144,39844,47404,56145,N,29046
8600000US49891,49891,ZCTA5 49891,332,32727,40880,53315,N,24312
8600000US49892,49892,ZCTA5 49892,859,52736,62082,73102,N,31180
8600000US49893,49893,ZCTA5 49893,867,59696,64976,76115,N,40861
8600000US49894,49894,ZCTA5 49894,281,44044,46436,52819,N,34136
8600000US49895,49895,ZCTA5 49895,264,51071,61508,68250,N,48473
8600000US49896,49896,ZCTA5 49896,603,36779,47833,55040,N,25682
8600000US49901,49901,ZCTA5 49901,132,32708,48095,58306,N,27230
8600000US49902,49902,ZCTA5 49902,60,23000,26475,31458,N,23153
8600000US49903,49903,ZCTA5 49903,68,38125,43054,53483,N,31322
8600000US49905,49905,ZCTA5 49905,621,51372,57448,66758,N,29393
8600000US49908,49908,ZCTA5 49908,855,33906,44005,48230,N,34889
8600000US49910,49910,ZCTA5 49910,201,31438,41680,52220,N,25059
8600000US49911,49911,ZCTA5 49911,1257,33008,49131,60478,N,31226
8600000US49912,49912,ZCTA5 49912,505,33365,40854,50762,N,29747
8600000US49913,49913,ZCTA5 49913,3081,32588,43123,54109,N,24106
8600000US49915,49915,ZCTA5 49915,241,26250,39499,53812,N,20764
8600000US49916,49916,ZCTA5 49916,988,49853,66259,78133,N,36605
8600000US49917,49917,ZCTA5 49917,93,29063,34208,37068,N,19275
8600000US49918,49918,ZCTA5 49918,82,35000,43707,61863,N,36160
8600000US49919,49919,ZCTA5 49919,93,52188,50370,51936,N,20389
8600000US49920,49920,ZCTA5 49920,1819,39063,47922,59387,N,26966
8600000US49921,49921,ZCTA5 49921,138,28750,31347,29175,N,29019
8600000US49922,49922,ZCTA5 49922,338,32986,46459,55476,N,32387
8600000US49925,49925,ZCTA5 49925,231,41250,48154,64367,N,24481
8600000US49927,49927,ZCTA5 49927,166,30000,39899,46966,N,21246
8600000US49929,49929,ZCTA5 49929,103,29432,40406,52295,N,22554
8600000US49930,49930,ZCTA5 49930,3091,33488,49126,70839,N,29058
8600000US49931,49931,ZCTA5 49931,3091,30829,53642,75003,N,30482
8600000US49934,49934,ZCTA5 49934,359,34345,43560,49438,N,34077
8600000US49935,49935,ZCTA5 49935,2919,32869,45548,57930,N,28125
8600000US49938,49938,ZCTA5 49938,3709,32512,42949,50942,N,27437
8600000US49942,49942,ZCTA5 49942,40,43375,38285,33465,N,N
8600000US49945,49945,ZCTA5 49945,1052,42500,54950,66537,N,29201
8600000US49946,49946,ZCTA5 49946,1795,42165,49552,59098,N,30516
8600000US49947,49947,ZCTA5 49947,344,36000,47750,53105,N,37871
8600000US49948,49948,ZCTA5 49948,262,36429,43916,51833,N,29573
8600000US49950,49950,ZCTA5 49950,585,40990,50656,62930,N,30626
8600000US49952,49952,ZCTA5 49952,45,36875,40616,46309,N,20690
8600000US49953,49953,ZCTA5 49953,1434,35000,44327,53137,N,27724
8600000US49955,49955,ZCTA5 49955,138,55800,58062,62005,N,27594
8600000US49958,49958,ZCTA5 49958,503,43580,47656,60583,N,20292
8600000US49959,49959,ZCTA5 49959,158,33333,38454,40390,N,25988
8600000US49960,49960,ZCTA5 49960,69,25750,31732,36138,N,26926
8600000US49961,49961,ZCTA5 49961,54,24231,33270,44313,N,17205
8600000US49962,49962,ZCTA5 49962,90,40000,39097,46894,N,29778
8600000US49963,49963,ZCTA5 49963,402,30833,38029,50642,N,21094
8600000US49965,49965,ZCTA5 49965,217,48906,57538,69500,N,28333
8600000US49967,49967,ZCTA5 49967,258,33409,39656,44412,N,34673
8600000US49968,49968,ZCTA5 49968,1065,34203,41725,50438,N,28929
8600000US49969,49969,ZCTA5 49969,600,43875,58914,69157,N,38019
8600000US49970,49970,ZCTA5 49970,116,55682,57909,58487,N,56007
8600000US49971,49971,ZCTA5 49971,188,35000,42145,48234,N,29328
8600000US50001,50001,ZCTA5 50001,263,46908,63992,69321,N,37470
8600000US50002,50002,ZCTA5 50002,629,40550,51108,64949,N,31110
8600000US50003,50003,ZCTA5 50003,2722,65588,90009,111390,N,32780
8600000US50005,50005,ZCTA5 50005,284,49239,52642,60753,N,36716
8600000US50006,50006,ZCTA5 50006,610,49146,59794,67443,N,38714
8600000US50007,50007,ZCTA5 50007,233,73750,84304,95202,N,47607
8600000US50008,50008,ZCTA5 50008,379,37091,43845,52738,N,22420
8600000US50009,50009,ZCTA5 50009,6550,64798,78212,92807,N,39629
8600000US50010,50010,ZCTA5 50010,13014,48189,65032,90349,N,38150
8600000US50011,50011,ZCTA5 50011,0,-,-,-,-,-
8600000US50012,50012,ZCTA5 50012,4,-,N,-,-,N
8600000US50014,50014,ZCTA5 50014,11395,37661,57890,96696,N,31950
8600000US50020,50020,ZCTA5 50020,620,47143,55213,66567,N,24280
8600000US50021,50021,ZCTA5 50021,9001,73377,84225,100107,N,45887
8600000US50022,50022,ZCTA5 50022,3669,40703,56150,66060,N,39498
8600000US50023,50023,ZCTA5 50023,10684,76270,88147,101181,N,48275
8600000US50025,50025,ZCTA5 50025,1498,49457,70467,87627,N,41761
8600000US50026,50026,ZCTA5 50026,306,34063,42823,48457,N,32741
8600000US50027,50027,ZCTA5 50027,130,37500,39288,47997,N,24971
8600000US50028,50028,ZCTA5 50028,616,58214,68684,77927,N,37887
8600000US50029,50029,ZCTA5 50029,336,49891,63318,70925,N,33575
8600000US50032,50032,ZCTA5 50032,223,17321,31924,42428,N,22577
8600000US50033,50033,ZCTA5 50033,15,76042,69020,67292,N,N
8600000US50034,50034,ZCTA5 50034,145,48438,56308,64642,N,31075
8600000US50035,50035,ZCTA5 50035,1820,62389,74850,82599,N,43874
8600000US50036,50036,ZCTA5 50036,6612,49792,63883,80452,N,35281
8600000US50038,50038,ZCTA5 50038,63,47031,53754,57021,N,48446
8600000US50039,50039,ZCTA5 50039,193,66914,77958,90976,N,53107
8600000US50041,50041,ZCTA5 50041,40,43571,56553,43868,N,-
8600000US50042,50042,ZCTA5 50042,157,35250,45724,55209,N,31189
8600000US50044,50044,ZCTA5 50044,421,47411,49262,57213,N,22971
8600000US50046,50046,ZCTA5 50046,559,65781,78513,89383,N,38145
8600000US50047,50047,ZCTA5 50047,1970,59663,71496,79143,N,38601
8600000US50048,50048,ZCTA5 50048,374,49722,59357,68374,N,29512
8600000US50049,50049,ZCTA5 50049,2785,42247,49172,59080,N,27334
8600000US50050,50050,ZCTA5 50050,254,44286,53348,61736,N,37615
8600000US50051,50051,ZCTA5 50051,164,68636,114672,83461,N,202498
8600000US50052,50052,ZCTA5 50052,97,49375,66275,78922,N,25587
8600000US50054,50054,ZCTA5 50054,1260,46802,59977,71469,N,29358
8600000US50055,50055,ZCTA5 50055,347,63920,63600,68263,N,34578
8600000US50056,50056,ZCTA5 50056,548,53000,61129,74110,N,34098
8600000US50057,50057,ZCTA5 50057,73,53512,59800,66314,N,N
8600000US50058,50058,ZCTA5 50058,879,48412,62195,77802,N,29105
8600000US50060,50060,ZCTA5 50060,936,43226,59504,77533,N,29803
8600000US50061,50061,ZCTA5 50061,700,108095,149326,188606,N,51127
8600000US50062,50062,ZCTA5 50062,274,35625,55004,68655,N,25359
8600000US50063,50063,ZCTA5 50063,1010,72283,83096,94629,N,37908
8600000US50064,50064,ZCTA5 50064,36,35417,39914,38005,N,34393
8600000US50065,50065,ZCTA5 50065,213,43125,51284,55670,N,43045
8600000US50066,50066,ZCTA5 50066,99,36875,52991,73044,N,23645
8600000US50067,50067,ZCTA5 50067,113,56875,70983,89845,N,33787
8600000US50068,50068,ZCTA5 50068,159,44607,53625,60643,N,27129
8600000US50069,50069,ZCTA5 50069,434,54000,61304,66598,N,42585
8600000US50070,50070,ZCTA5 50070,580,67895,81473,101203,N,31931
8600000US50071,50071,ZCTA5 50071,412,52222,65939,83270,N,43156
8600000US50072,50072,ZCTA5 50072,1070,62500,71024,83623,N,38999
8600000US50073,50073,ZCTA5 50073,413,61103,71614,86687,N,34877
8600000US50074,50074,ZCTA5 50074,158,39808,57808,63063,N,37588
8600000US50075,50075,ZCTA5 50075,326,54722,75497,86667,N,34509
8600000US50076,50076,ZCTA5 50076,624,45109,68602,88646,N,37507
8600000US50078,50078,ZCTA5 50078,57,44792,45596,57089,N,35253
8600000US50101,50101,ZCTA5 50101,31,56250,75955,79986,N,N
8600000US50102,50102,ZCTA5 50102,35,163011,116774,N,N,N
8600000US50103,50103,ZCTA5 50103,167,41528,49659,52734,N,40773
8600000US50104,50104,ZCTA5 50104,59,46042,51231,60167,N,37243
8600000US50105,50105,ZCTA5 50105,469,80703,80933,90511,N,38102
8600000US50106,50106,ZCTA5 50106,431,52986,63313,77071,N,37315
8600000US50107,50107,ZCTA5 50107,444,47500,54860,64963,N,27367
8600000US50108,50108,ZCTA5 50108,238,32974,37416,45185,N,19176
8600000US50109,50109,ZCTA5 50109,1027,86211,86741,99246,N,48316
8600000US50111,50111,ZCTA5 50111,3793,75816,89480,107901,N,50615
8600000US50112,50112,ZCTA5 50112,4579,49248,60304,75735,N,34409
8600000US50115,50115,ZCTA5 50115,1063,44120,58298,69078,N,25896
8600000US50116,50116,ZCTA5 50116,70,38333,55780,61871,N,29207
8600000US50117,50117,ZCTA5 50117,77,73438,80452,96095,N,25241
8600000US50118,50118,ZCTA5 50118,408,59453,67629,65933,N,70232
8600000US50119,50119,ZCTA5 50119,241,54375,65596,75427,N,30304
8600000US50120,50120,ZCTA5 50120,117,66563,68717,88008,N,24256
8600000US50122,50122,ZCTA5 50122,622,55250,65841,70910,N,50544
8600000US50123,50123,ZCTA5 50123,338,35000,51421,57479,N,36534
8600000US50124,50124,ZCTA5 50124,1351,66105,82503,97457,N,33812
8600000US50125,50125,ZCTA5 50125,7298,59072,70800,82125,N,42928
8600000US50126,50126,ZCTA5 50126,2880,46986,59288,73865,N,34444
8600000US50127,50127,ZCTA5 50127,0,-,-,-,-,-
8600000US50128,50128,ZCTA5 50128,137,46042,98527,116785,N,24141
8600000US50129,50129,ZCTA5 50129,2263,45933,65442,82173,N,33716
8600000US50130,50130,ZCTA5 50130,579,58750,75719,93703,N,42295
8600000US50131,50131,ZCTA5 50131,6779,93308,113408,126794,N,60189
8600000US50132,50132,ZCTA5 50132,147,41875,46151,49326,N,39809
8600000US50133,50133,ZCTA5 50133,191,36563,48018,51064,N,36398
8600000US50134,50134,ZCTA5 50134,252,62813,67390,72544,N,47319
8600000US50135,50135,ZCTA5 50135,706,55469,58505,67429,N,36307
8600000US50136,50136,ZCTA5 50136,164,49167,56330,70409,N,23854
8600000US50138,50138,ZCTA5 50138,4700,49214,57905,68650,N,31372
8600000US50139,50139,ZCTA5 50139,553,50074,58559,63006,N,34025
8600000US50140,50140,ZCTA5 50140,988,35076,45408,59439,N,25029
