id,zip,Geographic Area Name,Households_Total,Households_Median,Households_Mean,families_mean,Married-couple_mean,Nonfamily_mean
8600000US00601,00601,ZCTA5 00601,5780,12041,21234,24298,N,10152
8600000US00602,00602,ZCTA5 00602,13133,15663,23849,26602,N,13280
8600000US00603,00603,ZCTA5 00603,17594,15485,25268,28811,36121,14737
8600000US00606,00606,ZCTA5 00606,1820,15019,18051,19803,N,10935
8600000US00610,00610,ZCTA5 00610,9455,16707,22255,24296,N,14936
8600000US00612,00612,ZCTA5 00612,23646,17848,27394,30760,41464,14441
8600000US00616,00616,ZCTA5 00616,3515,15342,22937,27035,N,9936
8600000US00617,00617,ZCTA5 00617,8217,14982,21956,23121,N,14781
8600000US00622,00622,ZCTA5 00622,2055,14281,23013,29943,N,12020
8600000US00623,00623,ZCTA5 00623,13763,17389,26581,28483,N,20813
8600000US00624,00624,ZCTA5 00624,7986,14768,20192,21650,26397,12634
8600000US00627,00627,ZCTA5 00627,11321,19527,26196,28566,N,14848
8600000US00631,00631,ZCTA5 00631,573,11596,16620,21807,N,6176
8600000US00637,00637,ZCTA5 00637,7163,16430,23372,26108,N,11752
8600000US00638,00638,ZCTA5 00638,5734,13860,18630,20670,N,10944
8600000US00641,00641,ZCTA5 00641,9658,14924,21467,23970,29403,12172
8600000US00646,00646,ZCTA5 00646,12124,28306,42986,47688,N,24889
8600000US00647,00647,ZCTA5 00647,1759,13925,19208,22215,N,11206
8600000US00650,00650,ZCTA5 00650,4696,16133,20555,22227,N,12806
8600000US00652,00652,ZCTA5 00652,1308,12809,22611,27577,N,10327
8600000US00653,00653,ZCTA5 00653,3894,12595,19213,21057,N,11985
8600000US00656,00656,ZCTA5 00656,6608,15054,21786,23969,N,11920
8600000US00659,00659,ZCTA5 00659,13708,19199,26806,29116,33861,16771
8600000US00660,00660,ZCTA5 00660,6457,21107,26682,30025,N,16193
8600000US00662,00662,ZCTA5 00662,14814,15600,21909,23719,N,14760
8600000US00664,00664,ZCTA5 00664,4703,19342,24026,26628,N,8870
8600000US00667,00667,ZCTA5 00667,8249,14081,19152,20803,N,13591
8600000US00669,00669,ZCTA5 00669,9751,11790,17779,19758,21966,9914
8600000US00670,00670,ZCTA5 00670,3216,15817,19471,22046,N,9158
8600000US00674,00674,ZCTA5 00674,15828,18048,25820,29290,N,15260
8600000US00676,00676,ZCTA5 00676,11703,14697,22233,25454,N,11055
8600000US00677,00677,ZCTA5 00677,5655,15875,22482,24994,N,15844
8600000US00678,00678,ZCTA5 00678,9261,14877,20772,22864,27658,12053
8600000US00680,00680,ZCTA5 00680,20038,15115,22291,26597,35351,12604
8600000US00682,00682,ZCTA5 00682,11262,15067,29362,38811,N,11835
8600000US00683,00683,ZCTA5 00683,11540,15587,24120,28686,N,13821
8600000US00685,00685,ZCTA5 00685,12971,14623,19890,22398,N,10893
8600000US00687,00687,ZCTA5 00687,9360,14797,21477,23164,N,13219
8600000US00688,00688,ZCTA5 00688,4085,14148,19208,20559,N,12144
8600000US00690,00690,ZCTA5 00690,1971,19474,26210,27896,N,16667
8600000US00692,00692,ZCTA5 00692,11057,18500,28332,29213,N,23058
8600000US00693,00693,ZCTA5 00693,17812,16406,26073,29014,N,14744
8600000US00694,00694,ZCTA5 00694,85,10750,13647,7654,N,17842
8600000US00698,00698,ZCTA5 00698,11451,15099,22148,25216,N,11236
8600000US00703,00703,ZCTA5 00703,9000,14673,22754,22553,N,9672
8600000US00704,00704,ZCTA5 00704,2877,12612,19060,21633,N,9634
8600000US00705,00705,ZCTA5 00705,8746,15892,24139,26355,N,15599
8600000US00707,00707,ZCTA5 00707,4133,18446,22926,25113,N,15156
8600000US00714,00714,ZCTA5 00714,6300,16350,23214,25843,N,14846
8600000US00715,00715,ZCTA5 00715,1380,14114,27024,31521,N,12530
8600000US00716,00716,ZCTA5 00716,11743,18878,30572,34458,N,18887
8600000US00717,00717,ZCTA5 00717,7107,12407,21513,26522,N,14079
8600000US00718,00718,ZCTA5 00718,8477,17123,25586,28987,N,14206
8600000US00719,00719,ZCTA5 00719,8386,16672,26260,29085,31286,10497
8600000US00720,00720,ZCTA5 00720,6761,14903,19250,20971,N,11386
8600000US00723,00723,ZCTA5 00723,6398,14506,21148,24933,N,13025
8600000US00725,00725,ZCTA5 00725,31093,20926,30684,34121,44363,17983
8600000US00727,00727,ZCTA5 00727,19702,29433,41441,45464,N,25261
8600000US00728,00728,ZCTA5 00728,13529,18637,26374,28598,36195,15410
8600000US00729,00729,ZCTA5 00729,16509,22438,31772,34439,N,19246
8600000US00730,00730,ZCTA5 00730,13106,16259,26463,30952,N,13912
8600000US00731,00731,ZCTA5 00731,4694,15733,23449,25710,N,13458
8600000US00735,00735,ZCTA5 00735,4557,19615,25670,28481,N,16910
8600000US00736,00736,ZCTA5 00736,17406,21206,32465,36911,46823,18159
8600000US00738,00738,ZCTA5 00738,12327,22140,28535,30952,N,18687
8600000US00739,00739,ZCTA5 00739,12104,24638,33810,35689,45528,19652
8600000US00740,00740,ZCTA5 00740,590,11026,19066,20368,N,14918
8600000US00741,00741,ZCTA5 00741,1634,18397,25301,25319,N,23226
8600000US00745,00745,ZCTA5 00745,17051,23275,30586,33146,N,17594
8600000US00751,00751,ZCTA5 00751,8231,13565,21047,23092,N,13552
8600000US00754,00754,ZCTA5 00754,13155,17904,27908,30428,35410,16012
8600000US00757,00757,ZCTA5 00757,7818,18033,26535,28694,N,16441
8600000US00765,00765,ZCTA5 00765,2748,17500,22198,24143,N,15857
8600000US00766,00766,ZCTA5 00766,7965,16517,23968,26061,N,12851
8600000US00767,00767,ZCTA5 00767,11929,17306,22984,24619,N,14694
8600000US00769,00769,ZCTA5 00769,13289,17710,24990,26669,33597,18077
8600000US00771,00771,ZCTA5 00771,11810,18553,26515,28721,N,16018
8600000US00772,00772,ZCTA5 00772,6784,16432,21559,23892,N,12514
8600000US00773,00773,ZCTA5 00773,6862,18593,28080,30676,N,19722
8600000US00775,00775,ZCTA5 00775,460,16188,21268,25646,N,12580
8600000US00777,00777,ZCTA5 00777,12779,18574,26733,29916,N,14727
8600000US00778,00778,ZCTA5 00778,14178,27475,41111,45229,N,25997
8600000US00780,00780,ZCTA5 00780,4276,21706,40407,46229,N,17612
8600000US00782,00782,ZCTA5 00782,5698,12527,20050,22795,N,9657
8600000US00783,00783,ZCTA5 00783,10780,16201,23535,26097,N,11462
8600000US00784,00784,ZCTA5 00784,14613,17540,25193,27294,34443,17393
8600000US00786,00786,ZCTA5 00786,142,22656,26967,34341,N,16890
8600000US00791,00791,ZCTA5 00791,17086,20364,30984,33644,N,19975
8600000US00794,00794,ZCTA5 00794,9145,14986,21541,22185,N,12942
8600000US00795,00795,ZCTA5 00795,15631,17278,23866,26424,33947,12919
8600000US00901,00901,ZCTA5 00901,2651,13620,46873,72984,N,26088
8600000US00906,00906,ZCTA5 00906,22,-,N,N,N,N
8600000US00907,00907,ZCTA5 00907,8475,32570,65626,84479,N,47058
8600000US00909,00909,ZCTA5 00909,2591,16891,25017,25927,N,22939
8600000US00911,00911,ZCTA5 00911,3816,26611,48406,61001,N,38207
8600000US00912,00912,ZCTA5 00912,2465,18960,29741,29852,N,27348
8600000US00913,00913,ZCTA5 00913,3350,6926,25068,28138,N,19117
8600000US00915,00915,ZCTA5 00915,11905,13150,17503,19958,29020,12247
8600000US00917,00917,ZCTA5 00917,8381,16802,27228,32574,N,19527
8600000US00918,00918,ZCTA5 00918,7675,26573,46675,62879,N,31660
8600000US00920,00920,ZCTA5 00920,7299,25463,34821,40373,N,24627
8600000US00921,00921,ZCTA5 00921,14042,18417,28339,31330,N,20663
8600000US00923,00923,ZCTA5 00923,10926,15959,25691,29532,N,18626
8600000US00924,00924,ZCTA5 00924,20130,19510,28424,31345,47408,20186
8600000US00925,00925,ZCTA5 00925,2891,12847,21134,26421,N,16990
8600000US00926,00926,ZCTA5 00926,38467,35308,55574,61636,78753,37440
8600000US00927,00927,ZCTA5 00927,6120,34572,67642,87620,N,32900
8600000US00934,00934,ZCTA5 00934,79,82721,70797,66003,N,N
8600000US00936,00936,ZCTA5 00936,0,-,-,-,-,-
8600000US00949,00949,ZCTA5 00949,27667,25514,33616,36816,45652,20808
8600000US00950,00950,ZCTA5 00950,0,-,-,-,-,-
8600000US00951,00951,ZCTA5 00951,16,-,N,-,-,N
8600000US00952,00952,ZCTA5 00952,3278,18768,24353,27313,N,14583
8600000US00953,00953,ZCTA5 00953,21775,28488,39510,41896,51854,21401
8600000US00956,00956,ZCTA5 00956,26376,22212,29471,31910,39015,18579
8600000US00957,00957,ZCTA5 00957,15488,23736,32402,34696,42833,19911
8600000US00959,00959,ZCTA5 00959,18630,26264,35811,40549,48814,23386
8600000US00960,00960,ZCTA5 00960,0,-,-,-,-,-
8600000US00961,00961,ZCTA5 00961,11476,29931,41019,46237,N,24913
8600000US00962,00962,ZCTA5 00962,7396,16128,23256,25564,N,12964
8600000US00965,00965,ZCTA5 00965,3119,16139,19458,20775,N,13804
8600000US00966,00966,ZCTA5 00966,6352,52463,85758,102068,N,50906
8600000US00968,00968,ZCTA5 00968,1835,41936,68650,89779,N,48111
8600000US00969,00969,ZCTA5 00969,15421,50811,70710,80751,N,41658
8600000US00971,00971,ZCTA5 00971,10332,23241,35958,38858,N,24492
8600000US00976,00976,ZCTA5 00976,21293,30372,42008,47214,59818,25673
8600000US00979,00979,ZCTA5 00979,7557,37906,55085,63612,N,44110
8600000US00982,00982,ZCTA5 00982,5953,26148,33473,37801,N,20500
8600000US00983,00983,ZCTA5 00983,14563,27125,37218,41439,N,20355
8600000US00985,00985,ZCTA5 00985,12685,25509,32450,35791,N,18645
8600000US00987,00987,ZCTA5 00987,20077,31546,39347,43065,N,23917
8600000US01001,01001,ZCTA5 01001,7056,58733,67446,78888,N,47033
8600000US01002,01002,ZCTA5 01002,9248,54422,84647,115757,N,50646
8600000US01003,01003,ZCTA5 01003,16,-,N,N,N,N
8600000US01005,01005,ZCTA5 01005,1937,68644,84015,102158,N,41414
8600000US01007,01007,ZCTA5 01007,5798,71875,81401,92888,N,49856
8600000US01008,01008,ZCTA5 01008,455,71635,80258,81985,N,69628
8600000US01009,01009,ZCTA5 01009,305,38644,59965,68987,N,40460
8600000US01010,01010,ZCTA5 01010,1478,81196,87442,106482,N,45670
8600000US01011,01011,ZCTA5 01011,538,64891,69310,79373,N,38541
8600000US01012,01012,ZCTA5 01012,249,58750,68805,76907,N,42921
8600000US01013,01013,ZCTA5 01013,9010,41273,49381,55939,N,36504
8600000US01020,01020,ZCTA5 01020,12720,51255,63103,76706,N,39277
8600000US01022,01022,ZCTA5 01022,1273,58938,64581,79835,N,50323
8600000US01026,01026,ZCTA5 01026,478,52155,72779,74749,N,68602
8600000US01027,01027,ZCTA5 01027,7925,59963,69424,85874,N,43937
8600000US01028,01028,ZCTA5 01028,5798,80469,96224,109576,N,50889
8600000US01029,01029,ZCTA5 01029,271,54330,71707,85860,N,37068
8600000US01030,01030,ZCTA5 01030,4441,71228,80159,92660,N,38998
8600000US01031,01031,ZCTA5 01031,603,42404,67526,78057,N,34820
8600000US01032,01032,ZCTA5 01032,273,61806,69379,89887,N,37071
8600000US01033,01033,ZCTA5 01033,2503,73816,76045,86214,N,50901
8600000US01034,01034,ZCTA5 01034,808,77500,87027,97162,N,47180
8600000US01035,01035,ZCTA5 01035,2084,73250,89142,115631,N,55043
8600000US01036,01036,ZCTA5 01036,1876,81130,95403,106450,N,42262
8600000US01037,01037,ZCTA5 01037,240,84444,105027,112179,N,90986
8600000US01038,01038,ZCTA5 01038,1235,61603,83435,102619,N,45125
8600000US01039,01039,ZCTA5 01039,695,72188,81400,103515,N,46091
8600000US01040,01040,ZCTA5 01040,15846,31628,47753,54808,N,33716
8600000US01050,01050,ZCTA5 01050,994,56184,68248,76487,N,41011
8600000US01053,01053,ZCTA5 01053,595,64896,69899,73978,N,51336
8600000US01054,01054,ZCTA5 01054,752,73000,92183,107332,N,60205
8600000US01056,01056,ZCTA5 01056,8223,61073,77873,91392,N,45985
8600000US01057,01057,ZCTA5 01057,3485,64747,78559,91691,N,54835
8600000US01060,01060,ZCTA5 01060,6471,52607,76042,109234,N,53856
8600000US01062,01062,ZCTA5 01062,4472,65756,95171,110444,N,59808
8600000US01063,01063,ZCTA5 01063,0,-,-,-,-,-
8600000US01066,01066,ZCTA5 01066,0,-,-,-,-,-
8600000US01068,01068,ZCTA5 01068,656,85556,90412,95868,N,59847
8600000US01069,01069,ZCTA5 01069,3446,53417,66463,79551,N,29963
8600000US01070,01070,ZCTA5 01070,256,63889,70838,80233,N,53166
8600000US01071,01071,ZCTA5 01071,559,75363,81154,92233,N,45206
8600000US01072,01072,ZCTA5 01072,629,66705,81847,100659,N,48072
8600000US01073,01073,ZCTA5 01073,2306,80000,88590,96544,N,43238
8600000US01074,01074,ZCTA5 01074,30,-,N,-,-,N
8600000US01075,01075,ZCTA5 01075,7170,61431,75195,93803,N,47570
8600000US01077,01077,ZCTA5 01077,3623,78476,92161,106547,N,49400
8600000US01079,01079,ZCTA5 01079,245,34906,57311,79269,N,40263
8600000US01080,01080,ZCTA5 01080,949,40559,47681,54117,N,38146
8600000US01081,01081,ZCTA5 01081,661,56726,75569,85893,N,42498
8600000US01082,01082,ZCTA5 01082,4569,51717,64154,76073,N,40619
8600000US01083,01083,ZCTA5 01083,1204,39521,57405,68454,N,24132
8600000US01084,01084,ZCTA5 01084,92,51667,69971,81478,N,43586
8600000US01085,01085,ZCTA5 01085,15306,59881,75081,90007,102442,41533
8600000US01086,01086,ZCTA5 01086,0,-,-,-,-,-
8600000US01088,01088,ZCTA5 01088,309,43234,46304,45641,N,46640
8600000US01089,01089,ZCTA5 01089,11703,54126,66007,76533,N,46121
8600000US01092,01092,ZCTA5 01092,510,55370,71760,88530,N,44216
8600000US01093,01093,ZCTA5 01093,120,83750,95593,116974,N,62385
8600000US01094,01094,ZCTA5 01094,192,18241,44251,94239,N,16033
8600000US01095,01095,ZCTA5 01095,5412,86667,100737,122153,N,41384
8600000US01096,01096,ZCTA5 01096,920,65365,79612,92047,N,47890
8600000US01097,01097,ZCTA5 01097,25,42031,44044,48732,N,N
8600000US01098,01098,ZCTA5 01098,514,69079,74237,87491,N,51570
8600000US01103,01103,ZCTA5 01103,1553,14133,27501,25212,N,27276
8600000US01104,01104,ZCTA5 01104,8884,32273,43469,48471,N,31113
8600000US01105,01105,ZCTA5 01105,4836,18402,29435,31979,N,23373
8600000US01106,01106,ZCTA5 01106,5845,103472,144985,164706,N,78973
8600000US01107,01107,ZCTA5 01107,3920,21737,33905,38778,N,19116
8600000US01108,01108,ZCTA5 01108,9348,34064,49103,52088,N,40258
8600000US01109,01109,ZCTA5 01109,9555,33376,42469,46247,N,28973
8600000US01118,01118,ZCTA5 01118,5576,62283,70309,77484,N,52156
8600000US01119,01119,ZCTA5 01119,4831,46055,58075,67495,N,36701
8600000US01128,01128,ZCTA5 01128,964,78864,83855,90334,N,62518
8600000US01129,01129,ZCTA5 01129,2892,61435,67488,76042,N,50976
8600000US01151,01151,ZCTA5 01151,3410,30043,41829,42581,N,35151
8600000US01199,01199,ZCTA5 01199,0,-,-,-,-,-
8600000US01201,01201,ZCTA5 01201,20371,42633,58145,72577,N,37254
8600000US01220,01220,ZCTA5 01220,3799,40443,55069,67788,N,30900
8600000US01222,01222,ZCTA5 01222,409,75598,77969,86180,N,50627
8600000US01223,01223,ZCTA5 01223,1037,54904,82464,89186,N,68650
8600000US01224,01224,ZCTA5 01224,97,90223,74095,93208,N,38679
8600000US01225,01225,ZCTA5 01225,1288,49788,66663,90364,N,32889
8600000US01226,01226,ZCTA5 01226,2731,51827,68574,82166,N,42096
8600000US01229,01229,ZCTA5 01229,44,68125,60852,62057,N,N
8600000US01230,01230,ZCTA5 01230,3307,51467,83995,117013,N,41574
8600000US01235,01235,ZCTA5 01235,1190,64420,70707,81700,N,42491
8600000US01236,01236,ZCTA5 01236,634,51964,73333,73459,N,68972
8600000US01237,01237,ZCTA5 01237,961,71932,92852,105543,N,65549
8600000US01238,01238,ZCTA5 01238,2660,59477,76832,91281,N,49037
8600000US01240,01240,ZCTA5 01240,2136,51464,82633,116060,N,36793
8600000US01242,01242,ZCTA5 01242,80,55167,58753,70875,N,N
8600000US01243,01243,ZCTA5 01243,161,67411,76707,79435,N,63564
8600000US01244,01244,ZCTA5 01244,63,29125,55490,79397,N,19152
8600000US01245,01245,ZCTA5 01245,298,52500,86786,109824,N,39658
8600000US01247,01247,ZCTA5 01247,6850,41103,50134,63057,N,27832
8600000US01253,01253,ZCTA5 01253,295,67917,86232,97398,N,32682
8600000US01254,01254,ZCTA5 01254,413,95125,118826,139423,N,62728
8600000US01255,01255,ZCTA5 01255,377,55917,70178,86541,N,35892
8600000US01256,01256,ZCTA5 01256,302,56500,63734,69616,N,51121
8600000US01257,01257,ZCTA5 01257,920,50543,80974,100144,N,34561
8600000US01258,01258,ZCTA5 01258,165,56607,73761,81955,N,67260
8600000US01259,01259,ZCTA5 01259,261,70074,97426,112658,N,45978
8600000US01260,01260,ZCTA5 01260,78,74615,74082,95546,N,35754
8600000US01262,01262,ZCTA5 01262,559,41648,72112,91256,N,52621
8600000US01264,01264,ZCTA5 01264,71,70625,116906,180776,N,58211
8600000US01266,01266,ZCTA5 01266,657,76953,93920,122347,N,53070
8600000US01267,01267,ZCTA5 01267,2629,72352,95780,127484,N,49348
8600000US01270,01270,ZCTA5 01270,313,68456,82340,94970,N,43291
8600000US01301,01301,ZCTA5 01301,7903,48319,60279,68459,N,45958
8600000US01330,01330,ZCTA5 01330,685,72560,78295,91067,N,55755
8600000US01331,01331,ZCTA5 01331,5219,50498,59370,70500,N,38202
8600000US01337,01337,ZCTA5 01337,1180,58875,69528,84696,N,40763
8600000US01338,01338,ZCTA5 01338,75,69886,86289,98926,N,63376
8600000US01339,01339,ZCTA5 01339,705,50536,65926,71061,N,56303
8600000US01340,01340,ZCTA5 01340,755,49886,67899,80412,N,38361
8600000US01341,01341,ZCTA5 01341,660,77500,89985,104734,N,46256
8600000US01342,01342,ZCTA5 01342,511,99675,141069,170052,N,71972
8600000US01343,01343,ZCTA5 01343,35,81806,81574,77467,N,N
8600000US01344,01344,ZCTA5 01344,614,57500,59611,66582,N,39916
8600000US01346,01346,ZCTA5 01346,204,65000,76670,82359,N,49012
8600000US01347,01347,ZCTA5 01347,49,31250,31300,N,N,28994
8600000US01349,01349,ZCTA5 01349,370,50714,61463,73167,N,44163
8600000US01350,01350,ZCTA5 01350,63,36875,44841,57242,N,31200
8600000US01351,01351,ZCTA5 01351,947,70799,81098,94084,N,43352
8600000US01354,01354,ZCTA5 01354,562,74583,82274,93419,N,47121
8600000US01355,01355,ZCTA5 01355,388,68929,72546,78328,N,52013
8600000US01360,01360,ZCTA5 01360,1270,60608,75301,86580,N,46406
8600000US01364,01364,ZCTA5 01364,3222,45758,53440,60200,N,34491
8600000US01366,01366,ZCTA5 01366,491,76094,84784,105651,N,37164
8600000US01367,01367,ZCTA5 01367,239,47279,65725,82468,N,40450
8600000US01368,01368,ZCTA5 01368,466,60750,69184,76671,N,49978
8600000US01370,01370,ZCTA5 01370,1764,53516,67014,78893,N,44755
8600000US01373,01373,ZCTA5 01373,1905,64127,73262,84448,N,56793
8600000US01375,01375,ZCTA5 01375,1520,47000,67348,87582,N,48237
8600000US01376,01376,ZCTA5 01376,2469,39792,52715,68798,N,34403
8600000US01378,01378,ZCTA5 01378,328,56094,66616,75792,N,49119
8600000US01379,01379,ZCTA5 01379,433,48188,61072,70652,N,47754
8600000US01420,01420,ZCTA5 01420,14931,45363,58707,65889,N,42062
8600000US01430,01430,ZCTA5 01430,2223,83532,92860,107537,N,54037
8600000US01431,01431,ZCTA5 01431,1072,82778,95909,104734,N,58480
8600000US01432,01432,ZCTA5 01432,3171,57543,75588,94498,N,48247
8600000US01434,01434,ZCTA5 01434,116,77396,88713,88708,N,88728
8600000US01436,01436,ZCTA5 01436,1311,69076,77584,93658,N,27452
8600000US01438,01438,ZCTA5 01438,153,62422,56630,59749,N,N
8600000US01440,01440,ZCTA5 01440,7946,49067,57830,68278,N,36605
8600000US01450,01450,ZCTA5 01450,3876,117127,133598,150594,N,60131
8600000US01451,01451,ZCTA5 01451,1731,136058,173502,189114,N,89211
8600000US01452,01452,ZCTA5 01452,1519,86979,95868,102178,N,48599
8600000US01453,01453,ZCTA5 01453,16653,58896,70342,83588,N,45070
8600000US01460,01460,ZCTA5 01460,3416,105455,123419,147616,N,68403
8600000US01462,01462,ZCTA5 01462,4189,76063,88690,100435,N,51260
8600000US01463,01463,ZCTA5 01463,4252,81193,96884,107700,N,53990
8600000US01464,01464,ZCTA5 01464,2212,65882,79111,87434,N,56688
8600000US01467,01467,ZCTA5 01467,100,181810,232741,232741,N,-
8600000US01468,01468,ZCTA5 01468,1463,62096,70550,79380,N,34234
8600000US01469,01469,ZCTA5 01469,2520,78985,94147,104583,N,58265
8600000US01473,01473,ZCTA5 01473,2821,83840,88820,100830,N,55515
8600000US01474,01474,ZCTA5 01474,753,90521,97690,111535,N,66206
8600000US01475,01475,ZCTA5 01475,4062,58288,67529,79940,N,41161
8600000US01501,01501,ZCTA5 01501,6161,73612,88329,108018,N,43186
8600000US01503,01503,ZCTA5 01503,1038,95962,120876,125505,N,102176
8600000US01504,01504,ZCTA5 01504,3374,74294,84923,97020,N,45054
8600000US01505,01505,ZCTA5 01505,1611,97938,143913,160436,N,89770
8600000US01506,01506,ZCTA5 01506,1346,61800,71757,85067,N,37759
8600000US01507,01507,ZCTA5 01507,4576,93963,99412,110207,N,52861
8600000US01510,01510,ZCTA5 01510,5803,64723,72679,89894,N,48214
8600000US01515,01515,ZCTA5 01515,801,66042,82659,94739,N,43991
8600000US01516,01516,ZCTA5 01516,3258,82831,94971,107426,N,54699
8600000US01518,01518,ZCTA5 01518,1109,61719,80592,102663,N,24712
8600000US01519,01519,ZCTA5 01519,2376,102300,119949,146750,N,57405
8600000US01520,01520,ZCTA5 01520,5086,96780,114425,126855,N,63825
8600000US01521,01521,ZCTA5 01521,1017,67684,76735,88245,N,52648
8600000US01522,01522,ZCTA5 01522,1174,93238,100607,107562,N,58709
8600000US01523,01523,ZCTA5 01523,2250,78283,93866,102925,N,58511
8600000US01524,01524,ZCTA5 01524,2504,68899,78323,93041,N,46089
8600000US01525,01525,ZCTA5 01525,96,44857,50719,N,N,52147
8600000US01527,01527,ZCTA5 01527,5190,71832,80129,92712,N,46081
8600000US01529,01529,ZCTA5 01529,1004,82083,91687,99007,N,48953
8600000US01531,01531,ZCTA5 01531,361,82569,88202,94491,N,55670
8600000US01532,01532,ZCTA5 01532,5079,108415,123081,138952,N,58803
8600000US01534,01534,ZCTA5 01534,1766,85000,105341,116838,N,41552
8600000US01535,01535,ZCTA5 01535,1844,54439,68608,81588,N,39027
8600000US01536,01536,ZCTA5 01536,2491,76063,103344,118059,N,66111
8600000US01537,01537,ZCTA5 01537,951,72607,76143,94447,N,52502
8600000US01540,01540,ZCTA5 01540,4095,68986,78607,94599,N,35541
8600000US01541,01541,ZCTA5 01541,1193,120607,121961,132850,N,55668
8600000US01542,01542,ZCTA5 01542,673,74273,80399,86167,N,60848
8600000US01543,01543,ZCTA5 01543,2727,86482,96603,113031,N,46364
8600000US01545,01545,ZCTA5 01545,12973,92360,108517,127489,N,55384
8600000US01550,01550,ZCTA5 01550,6500,42471,53592,61235,N,36696
8600000US01560,01560,ZCTA5 01560,1580,81667,100512,118614,N,45448
8600000US01561,01561,ZCTA5 01561,53,19637,51534,N,N,N
8600000US01562,01562,ZCTA5 01562,4534,60197,73033,84782,N,50582
8600000US01564,01564,ZCTA5 01564,2795,98872,111370,123389,N,56215
8600000US01566,01566,ZCTA5 01566,2538,82750,97990,109039,N,67221
8600000US01568,01568,ZCTA5 01568,2624,105208,118944,136482,N,42049
8600000US01569,01569,ZCTA5 01569,5033,86164,93251,105791,N,58295
8600000US01570,01570,ZCTA5 01570,6930,47885,62157,72969,N,40526
8600000US01571,01571,ZCTA5 01571,3932,70590,79954,89824,N,51550
8600000US01581,01581,ZCTA5 01581,6980,100905,119265,141233,N,72429
8600000US01583,01583,ZCTA5 01583,2320,72107,95888,109691,N,57102
8600000US01585,01585,ZCTA5 01585,1808,62667,78537,92708,N,37114
8600000US01588,01588,ZCTA5 01588,3926,62649,74756,86054,N,44439
8600000US01590,01590,ZCTA5 01590,3062,110658,121488,129500,N,84613
8600000US01602,01602,ZCTA5 01602,9025,62832,78905,94953,N,50056
8600000US01603,01603,ZCTA5 01603,7243,48183,56853,63435,N,40620
8600000US01604,01604,ZCTA5 01604,14388,49797,63284,70787,88848,48958
8600000US01605,01605,ZCTA5 01605,10640,37705,52761,59115,N,40633
8600000US01606,01606,ZCTA5 01606,8032,66912,77670,97297,N,50756
8600000US01607,01607,ZCTA5 01607,3602,45152,58004,69334,N,41830
8600000US01608,01608,ZCTA5 01608,1455,19418,26498,27693,N,24031
8600000US01609,01609,ZCTA5 01609,7183,40660,66114,89290,N,41278
8600000US01610,01610,ZCTA5 01610,7453,30532,40959,46914,N,29750
8600000US01611,01611,ZCTA5 01611,941,67179,84033,97106,N,51783
8600000US01612,01612,ZCTA5 01612,1511,106708,112886,119903,N,75092
8600000US01701,01701,ZCTA5 01701,12172,86994,99590,114459,N,57633
8600000US01702,01702,ZCTA5 01702,14402,53944,73257,88523,N,47948
8600000US01718,01718,ZCTA5 01718,167,132981,129653,155862,N,82915
8600000US01719,01719,ZCTA5 01719,2141,101502,144049,191050,N,67122
8600000US01720,01720,ZCTA5 01720,8265,109578,139457,170762,N,61961
8600000US01721,01721,ZCTA5 01721,6702,93233,113593,133121,N,64219
8600000US01730,01730,ZCTA5 01730,5048,108818,129248,146569,N,74985
8600000US01731,01731,ZCTA5 01731,427,75446,84785,85158,N,78784
8600000US01740,01740,ZCTA5 01740,1668,146029,162756,180591,N,85488
8600000US01741,01741,ZCTA5 01741,1745,160034,216635,238971,N,94431
8600000US01742,01742,ZCTA5 01742,6540,135217,193840,232066,N,98881
8600000US01745,01745,ZCTA5 01745,133,57250,92516,104774,N,36842
8600000US01746,01746,ZCTA5 01746,4877,110323,129469,149285,N,61472
8600000US01747,01747,ZCTA5 01747,2219,89408,101621,119508,N,54139
8600000US01748,01748,ZCTA5 01748,5072,129578,169115,193281,N,67861
8600000US01749,01749,ZCTA5 01749,7746,71971,87639,101438,N,55856
8600000US01752,01752,ZCTA5 01752,15730,70304,85719,102106,N,57986
8600000US01754,01754,ZCTA5 01754,4324,77622,91833,114914,N,63070
8600000US01756,01756,ZCTA5 01756,2063,105389,116769,126556,N,58534
8600000US01757,01757,ZCTA5 01757,10573,66547,84199,94958,N,54489
8600000US01760,01760,ZCTA5 01760,13572,95328,122022,155146,N,63012
8600000US01770,01770,ZCTA5 01770,1427,153444,213381,233548,N,79659
8600000US01772,01772,ZCTA5 01772,3133,150129,190304,214344,N,72060
8600000US01773,01773,ZCTA5 01773,1777,149539,204580,218160,N,151166
8600000US01775,01775,ZCTA5 01775,2338,115714,135854,147678,N,79275
8600000US01776,01776,ZCTA5 01776,5783,170924,223008,241929,N,68538
8600000US01778,01778,ZCTA5 01778,5129,130022,177412,213515,N,71537
8600000US01801,01801,ZCTA5 01801,15412,75138,87190,101593,N,60703
8600000US01803,01803,ZCTA5 01803,9145,94272,109171,123710,N,67752
8600000US01810,01810,ZCTA5 01810,12169,112681,142622,166811,N,66914
8600000US01821,01821,ZCTA5 01821,11041,87996,97983,107664,N,65582
8600000US01824,01824,ZCTA5 01824,9440,104538,114075,134202,N,59573
8600000US01826,01826,ZCTA5 01826,11049,78169,87291,99455,N,50292
8600000US01827,01827,ZCTA5 01827,1134,119022,134814,148944,N,70258
